service_id,customer_id,service_date,service_type,service_center,city,promised_duration_hours,actual_duration_hours,delay_hours,labor_cost,parts_cost,total_cost,technician_skill_rating,wait_time_minutes,communication_satisfaction,overall_satisfaction,recommendation_score,nps_category,follow_up_received,issue_resolved_first_visit,service_advisor_rating,facility_cleanliness_rating,parts_availability,booking_method,pickup_dropoff_used,warranty_claim
SRV_002266,CUST_01537,2024-08-25 05:00:18.740245,Engine Repair,Madhapur,Hyderabad,11.4,7.8,0.0,25236.0,7219.0,32455.0,0.74,34.0,4.3,3.6,7.1,Passive,False,False,3.3,5.0,Not Available,Mobile App,True,False
SRV_002267,CUST_00124,2024-09-16 05:00:18.659245,Regular Service,Jayanagar,Bangalore,3.8,3.7,0.0,3438.0,1201.0,4639.0,0.89,34.0,4.3,4.2,7.8,Passive,True,True,4.2,4.0,Delayed,Online,False,False
SRV_002268,CUST_01880,2024-12-10 05:00:18.765246,AC Service,Malviya Nagar,Jaipur,4.5,4.8,0.3,5094.0,1953.0,7048.0,0.75,24.0,4.2,4.6,9.5,Promoter,True,True,3.2,3.9,Not Available,Mobile App,True,False
SRV_002269,CUST_00872,2023-06-14 05:00:18.696242,Major Service,Aundh,Pune,3.9,5.8,1.9,16062.0,5916.0,21978.0,0.83,45.0,3.5,4.0,7.6,Passive,True,False,4.6,4.2,Available,Walk-in,False,True
SRV_002270,CUST_00766,2024-01-06 05:00:18.693242,Oil Change,Mansarovar,Jaipur,1.4,1.0,0.0,2793.0,215.0,3009.0,0.86,73.0,3.1,4.6,9.1,Promoter,True,True,3.8,4.4,Available,Walk-in,False,True
SRV_002271,CUST_01726,2025-04-01 05:00:18.760245,Major Service,Gachibowli,Hyderabad,4.8,3.7,0.0,13551.0,46.0,13596.0,0.7,112.0,4.8,4.1,7.1,Passive,True,True,4.9,4.7,Available,Online,False,False
SRV_002272,CUST_01720,2025-12-09 05:00:18.760245,Regular Service,Hazratganj,Lucknow,3.0,2.5,0.0,4777.0,691.0,5468.0,0.66,86.0,4.4,3.6,7.3,Passive,False,True,3.1,3.9,Delayed,Mobile App,False,False
SRV_002273,CUST_01619,2024-11-21 05:00:18.742244,Brake Service,Malviya Nagar,Jaipur,4.3,5.2,0.9,6318.0,17.0,6335.0,0.82,30.0,3.1,4.2,7.8,Passive,False,True,3.3,4.8,Delayed,Phone,False,False
SRV_002274,CUST_00879,2024-10-19 05:00:18.696242,Oil Change,Wakad,Pune,1.4,1.1,0.0,2608.0,531.0,3139.0,0.6,69.0,4.5,4.0,7.5,Passive,False,True,4.7,4.6,Delayed,Walk-in,True,True
SRV_002275,CUST_01340,2025-05-05 05:00:18.734243,Oil Change,Karol Bagh,Delhi,1.6,2.3,0.7,2434.0,923.0,3357.0,0.96,44.0,4.5,4.0,7.3,Passive,False,True,4.3,3.6,Available,Walk-in,True,False
SRV_002276,CUST_01293,2024-11-15 05:00:18.733242,Oil Change,Janakpuri,Delhi,0.9,0.9,0.0,2711.0,83.0,2794.0,0.85,116.0,3.5,4.1,7.6,Passive,True,True,4.3,4.0,Not Available,Walk-in,True,False
SRV_002277,CUST_01462,2024-06-05 05:00:18.739244,Oil Change,Rohini,Delhi,1.7,2.0,0.3,1588.0,132.0,1721.0,0.68,72.0,3.8,4.3,7.9,Passive,True,True,4.4,4.9,Delayed,Online,True,False
SRV_002278,CUST_00863,2024-11-02 05:00:18.696242,Regular Service,Park Street,Kolkata,3.2,2.7,0.0,3454.0,552.0,4005.0,0.94,51.0,3.5,3.9,8.0,Passive,True,True,3.9,3.6,Not Available,Phone,False,False
SRV_002279,CUST_00485,2025-08-25 05:00:18.686242,Oil Change,Malviya Nagar,Jaipur,1.4,1.5,0.1,1712.0,278.0,1990.0,0.97,94.0,3.2,3.8,7.8,Passive,True,True,3.2,4.2,Delayed,Walk-in,True,False
SRV_002280,CUST_01015,2025-01-04 05:00:18.699242,Regular Service,OMR,Chennai,2.9,3.1,0.2,4123.0,1309.0,5432.0,0.64,91.0,3.9,3.3,4.8,Detractor,True,True,4.8,4.1,Not Available,Mobile App,True,False
SRV_002281,CUST_01359,2024-04-15 05:00:18.734243,Regular Service,Dwarka,Delhi,2.6,2.8,0.2,3092.0,288.0,3380.0,0.94,39.0,4.2,4.6,9.5,Promoter,True,True,3.3,3.5,Delayed,Walk-in,False,False
SRV_002282,CUST_01537,2024-08-10 05:00:18.740245,Major Service,Madhapur,Hyderabad,5.0,7.3,2.3,15948.0,230.0,16178.0,0.65,94.0,4.4,2.4,2.6,Detractor,True,True,5.0,3.9,Available,Phone,True,False
SRV_002283,CUST_00713,2024-06-14 05:00:18.692244,Tire Service,Vastrapur,Ahmedabad,0.9,1.0,0.0,3380.0,966.0,4346.0,0.7,26.0,4.1,3.5,7.1,Passive,True,False,4.3,4.2,Delayed,Online,True,False
SRV_002284,CUST_01696,2025-08-31 05:00:18.760245,Regular Service,Wakad,Pune,2.8,3.6,0.8,3825.0,1024.0,4849.0,0.99,55.0,4.1,3.9,7.5,Passive,True,False,4.6,4.8,Not Available,Online,True,False
SRV_002285,CUST_00039,2023-11-02 05:00:18.656242,Regular Service,Karol Bagh,Delhi,3.5,2.3,0.0,2675.0,453.0,3128.0,0.79,38.0,4.3,3.4,0.5,Detractor,False,False,4.6,3.6,Delayed,Walk-in,True,False
SRV_002286,CUST_00633,2024-08-23 05:00:18.690242,Regular Service,Tambaram,Chennai,2.1,3.2,1.1,2490.0,823.0,3313.0,0.69,31.0,4.0,3.6,7.7,Passive,True,False,4.2,3.8,Delayed,Mobile App,False,False
SRV_002287,CUST_01661,2024-01-12 05:00:18.759243,Regular Service,Park Street,Kolkata,3.0,2.2,0.0,4130.0,310.0,4440.0,0.79,38.0,3.6,4.2,7.2,Passive,False,True,3.5,4.6,Available,Walk-in,False,False
SRV_002288,CUST_01235,2023-12-23 05:00:18.729244,Oil Change,Thane,Mumbai,1.3,1.9,0.7,2085.0,269.0,2354.0,0.96,36.0,4.1,4.2,7.6,Passive,True,True,3.9,4.9,Delayed,Walk-in,False,False
SRV_002289,CUST_01078,2023-09-16 05:00:18.701242,Major Service,Jayanagar,Bangalore,8.1,9.0,1.0,13709.0,678.0,14387.0,0.69,101.0,4.9,2.9,4.4,Detractor,True,True,3.9,4.8,Not Available,Mobile App,False,True
SRV_002290,CUST_01227,2023-04-14 05:00:18.723244,Regular Service,Goregaon,Mumbai,3.7,2.8,0.0,4250.0,1154.0,5405.0,0.86,112.0,4.5,4.3,7.2,Passive,True,True,3.3,4.3,Available,Online,False,False
SRV_002291,CUST_01383,2024-07-27 05:00:18.736244,Regular Service,Kothrud,Pune,2.5,2.7,0.2,4810.0,145.0,4955.0,0.72,112.0,3.8,3.2,5.6,Detractor,True,True,3.8,4.0,Not Available,Online,False,False
SRV_002292,CUST_00355,2024-05-12 05:00:18.665243,Oil Change,Goregaon,Mumbai,1.4,1.1,0.0,2975.0,185.0,3160.0,0.7,83.0,4.4,3.6,7.3,Passive,False,True,3.9,4.0,Not Available,Phone,True,False
SRV_002293,CUST_00602,2024-04-29 05:00:18.689246,Major Service,Kothrud,Pune,5.9,7.0,1.1,12574.0,1068.0,13642.0,0.76,47.0,3.7,3.6,7.5,Passive,False,True,3.4,3.7,Not Available,Mobile App,False,True
SRV_002294,CUST_01621,2024-01-30 05:00:18.742244,Engine Repair,Karol Bagh,Delhi,6.6,10.4,3.9,17827.0,965.0,18792.0,0.71,64.0,4.1,2.6,1.0,Detractor,True,True,4.2,3.8,Available,Mobile App,False,False
SRV_002295,CUST_00260,2024-05-19 05:00:18.663245,Regular Service,Anna Nagar,Chennai,3.4,3.9,0.5,6042.0,128.0,6171.0,0.96,99.0,3.3,4.4,7.0,Passive,False,False,3.9,4.7,Delayed,Phone,True,False
SRV_002296,CUST_00699,2024-02-01 05:00:18.692244,Regular Service,Hinjewadi,Pune,3.9,3.3,0.0,4128.0,949.0,5077.0,0.76,115.0,4.5,3.4,1.1,Detractor,False,True,3.4,4.4,Not Available,Mobile App,True,False
SRV_002297,CUST_00582,2023-03-07 05:00:18.689246,AC Service,Vaishali Nagar,Jaipur,2.7,3.1,0.3,4022.0,605.0,4626.0,0.76,39.0,4.8,3.8,7.9,Passive,False,False,4.1,4.3,Available,Phone,False,False
SRV_002298,CUST_01583,2023-02-01 05:00:18.741246,Oil Change,Andheri West,Mumbai,1.6,1.8,0.3,2733.0,1008.0,3741.0,0.62,93.0,3.6,3.3,2.6,Detractor,False,True,3.1,4.7,Delayed,Phone,False,False
SRV_002299,CUST_01344,2024-11-06 05:00:18.734243,Regular Service,Goregaon,Mumbai,3.8,3.0,0.0,2199.0,161.0,2359.0,0.66,116.0,4.2,4.0,7.8,Passive,False,False,4.0,4.1,Not Available,Phone,False,False
SRV_002300,CUST_01052,2024-12-05 05:00:18.700242,Regular Service,Indira Nagar,Lucknow,1.8,2.6,0.8,2597.0,897.0,3494.0,0.94,77.0,4.2,4.0,7.6,Passive,True,True,4.0,4.0,Not Available,Mobile App,False,False
SRV_002301,CUST_01726,2025-01-10 05:00:18.760245,Regular Service,Gachibowli,Hyderabad,4.2,4.2,0.0,3154.0,368.0,3522.0,0.69,41.0,4.1,4.0,7.7,Passive,False,True,3.9,4.8,Not Available,Walk-in,False,False
SRV_002302,CUST_00618,2022-11-15 05:00:18.690242,Major Service,Indira Nagar,Lucknow,6.6,7.2,0.6,11577.0,59.0,11636.0,0.86,52.0,4.3,3.6,7.6,Passive,False,True,5.0,4.7,Delayed,Walk-in,False,False
SRV_002303,CUST_00530,2023-09-14 05:00:18.687241,Regular Service,Anna Nagar,Chennai,3.3,3.4,0.1,4220.0,909.0,5129.0,0.63,103.0,4.1,4.2,7.5,Passive,True,True,3.5,3.7,Delayed,Walk-in,False,False
SRV_002304,CUST_01615,2023-08-06 05:00:18.742244,Transmission Service,Rohini,Delhi,5.1,7.5,2.3,10219.0,3645.0,13863.0,0.79,20.0,4.4,3.6,7.1,Passive,False,True,3.5,3.8,Not Available,Phone,True,False
SRV_002305,CUST_00712,2023-03-08 05:00:18.692244,Regular Service,Park Street,Kolkata,3.7,3.7,0.0,2104.0,381.0,2485.0,0.86,27.0,3.4,4.7,9.6,Promoter,False,False,4.0,4.0,Available,Online,True,False
SRV_002306,CUST_01291,2024-07-21 05:00:18.733242,Brake Service,Anna Nagar,Chennai,5.4,5.3,0.0,6201.0,2372.0,8573.0,0.95,97.0,4.2,4.5,9.7,Promoter,True,True,3.0,5.0,Available,Mobile App,True,False
SRV_002307,CUST_00670,2024-04-29 05:00:18.691243,Major Service,Satellite,Ahmedabad,6.7,8.9,2.2,13887.0,4041.0,17928.0,0.64,24.0,3.8,2.9,3.7,Detractor,True,True,3.4,4.7,Not Available,Mobile App,True,False
SRV_002308,CUST_01705,2024-07-21 05:00:18.760245,Oil Change,Rohini,Delhi,1.5,1.3,0.0,3036.0,916.0,3952.0,0.87,119.0,3.3,4.3,7.0,Passive,True,True,5.0,4.7,Delayed,Online,True,False
SRV_002309,CUST_00003,2024-11-15 05:00:18.655244,Regular Service,Aliganj,Lucknow,1.8,2.7,0.9,4676.0,1021.0,5697.0,0.97,29.0,3.4,4.0,7.9,Passive,True,True,4.3,4.6,Not Available,Mobile App,True,False
SRV_002310,CUST_01392,2023-04-01 05:00:18.736244,Regular Service,Connaught Place,Delhi,3.6,3.4,0.0,4186.0,1596.0,5783.0,0.77,52.0,3.1,3.3,2.5,Detractor,False,False,4.7,3.6,Available,Online,False,False
SRV_002311,CUST_01719,2022-08-31 05:00:18.760245,Regular Service,Marathahalli,Bangalore,3.2,3.8,0.7,2361.0,805.0,3166.0,0.9,85.0,3.0,3.7,7.5,Passive,False,True,4.6,3.9,Available,Mobile App,True,False
SRV_002312,CUST_00490,2024-02-13 05:00:18.686242,Regular Service,Maninagar,Ahmedabad,2.9,2.9,0.0,2998.0,939.0,3937.0,0.9,24.0,3.4,4.4,7.5,Passive,True,True,4.5,3.9,Delayed,Mobile App,False,False
SRV_002313,CUST_00943,2024-09-17 05:00:18.697242,Brake Service,Dwarka,Delhi,3.1,4.3,1.2,8953.0,1068.0,10020.0,0.63,48.0,4.3,2.9,3.0,Detractor,True,True,4.5,4.0,Available,Walk-in,True,False
SRV_002314,CUST_00912,2024-09-03 05:00:18.697242,Regular Service,Salt Lake,Kolkata,3.4,3.1,0.0,3270.0,529.0,3799.0,0.61,13.0,4.1,4.2,7.1,Passive,True,False,3.3,3.7,Not Available,Online,False,False
SRV_002315,CUST_01426,2025-02-17 05:00:18.737542,Engine Repair,Rajarhat,Kolkata,10.1,13.9,3.8,27140.0,9900.0,37040.0,0.94,32.0,4.2,3.3,1.7,Detractor,True,True,4.2,3.8,Delayed,Phone,False,False
SRV_002316,CUST_01604,2023-04-13 05:00:18.742244,Brake Service,Madhapur,Hyderabad,4.5,3.9,0.0,5709.0,1004.0,6714.0,0.8,23.0,3.9,3.5,1.8,Detractor,False,True,4.4,4.7,Not Available,Mobile App,True,True
SRV_002317,CUST_00460,2024-02-29 05:00:18.685242,Regular Service,Velachery,Chennai,3.8,4.3,0.6,3398.0,809.0,4207.0,0.68,7.0,3.1,3.7,7.3,Passive,True,True,3.6,3.7,Available,Online,False,True
SRV_002318,CUST_00403,2025-06-28 05:00:18.684243,Major Service,Kothrud,Pune,8.0,9.8,1.8,13075.0,3445.0,16520.0,0.7,114.0,3.5,2.7,2.9,Detractor,True,True,5.0,4.4,Not Available,Mobile App,False,False
SRV_002319,CUST_01414,2023-10-29 05:00:18.737244,Major Service,Lajpat Nagar,Delhi,6.6,8.0,1.4,9329.0,2818.0,12148.0,0.94,33.0,4.3,3.9,7.4,Passive,False,True,4.7,3.8,Not Available,Online,False,False
SRV_002320,CUST_01122,2025-02-09 05:00:18.719245,Oil Change,Vastrapur,Ahmedabad,1.3,1.6,0.3,2092.0,811.0,2902.0,0.95,118.0,4.2,4.1,7.7,Passive,False,True,4.4,4.6,Available,Phone,False,True
SRV_002321,CUST_01304,2023-05-18 05:00:18.733242,Battery Replacement,Hinjewadi,Pune,1.5,1.0,0.0,5276.0,1375.0,6651.0,0.94,55.0,4.2,3.8,7.2,Passive,True,True,3.4,4.9,Available,Phone,True,True
SRV_002322,CUST_00424,2024-02-24 05:00:18.684243,Regular Service,Electronic City,Bangalore,3.1,4.0,0.9,4106.0,1437.0,5543.0,0.99,62.0,5.0,3.8,7.6,Passive,True,True,3.1,4.2,Delayed,Mobile App,True,True
SRV_002323,CUST_00101,2024-08-19 05:00:18.658241,Regular Service,Whitefield,Bangalore,2.8,4.5,1.7,4304.0,261.0,4565.0,0.71,57.0,3.6,3.8,7.8,Passive,False,True,3.9,3.8,Available,Walk-in,True,False
SRV_002324,CUST_00817,2024-06-01 05:00:18.695242,Regular Service,T. Nagar,Chennai,3.1,3.4,0.3,3831.0,681.0,4511.0,0.96,53.0,4.3,4.2,7.8,Passive,True,False,3.6,4.0,Available,Online,False,True
SRV_002325,CUST_01033,2025-08-15 05:00:18.700242,Regular Service,Velachery,Chennai,2.4,3.2,0.8,4658.0,380.0,5038.0,0.78,27.0,3.3,2.8,4.3,Detractor,True,True,3.6,4.3,Available,Phone,True,False
SRV_002326,CUST_00215,2025-03-31 05:00:18.661250,Major Service,Rajarhat,Kolkata,3.9,4.7,0.8,11300.0,166.0,11466.0,0.63,86.0,4.2,3.7,7.8,Passive,True,True,4.9,4.0,Delayed,Phone,False,False
SRV_002327,CUST_01400,2024-06-22 05:00:18.736244,Brake Service,Prahlad Nagar,Ahmedabad,3.7,5.2,1.4,3389.0,1131.0,4520.0,0.9,76.0,3.7,3.9,7.9,Passive,True,True,4.9,3.6,Available,Online,False,False
SRV_002328,CUST_01946,2023-12-23 05:00:18.766243,Tire Service,Vaishali Nagar,Jaipur,2.3,2.8,0.5,5267.0,1194.0,6461.0,0.99,69.0,4.0,4.0,7.3,Passive,True,False,4.2,3.9,Available,Phone,False,False
SRV_002329,CUST_00417,2024-02-21 05:00:18.684243,Regular Service,Wakad,Pune,2.4,2.2,0.0,3975.0,519.0,4494.0,0.96,63.0,4.9,4.0,7.8,Passive,False,True,3.6,4.3,Available,Walk-in,False,True
SRV_002330,CUST_00931,2023-07-19 05:00:18.697242,AC Service,Malviya Nagar,Jaipur,3.2,2.9,0.0,4464.0,1510.0,5974.0,0.62,101.0,3.4,3.4,2.8,Detractor,False,True,4.1,4.4,Delayed,Online,True,False
SRV_002331,CUST_00481,2024-04-20 05:00:18.686242,Regular Service,T. Nagar,Chennai,2.7,2.6,0.0,3266.0,256.0,3522.0,0.84,102.0,4.2,4.5,7.9,Passive,True,True,3.4,4.2,Available,Walk-in,True,False
SRV_002332,CUST_01412,2023-06-03 05:00:18.737244,Regular Service,Mansarovar,Jaipur,3.9,3.5,0.0,3784.0,708.0,4493.0,0.96,13.0,3.1,4.3,7.0,Passive,True,True,3.5,4.1,Available,Walk-in,False,False
SRV_002333,CUST_00613,2025-03-09 05:00:18.690242,Major Service,Bandra East,Mumbai,3.7,3.2,0.0,11947.0,1191.0,13138.0,0.69,55.0,4.4,4.1,7.6,Passive,True,True,3.1,4.2,Not Available,Walk-in,True,False
SRV_002334,CUST_00894,2024-02-14 05:00:18.696242,Regular Service,Gachibowli,Hyderabad,2.4,3.6,1.2,4959.0,316.0,5275.0,0.82,63.0,4.2,3.8,7.4,Passive,False,True,4.3,4.4,Delayed,Phone,False,True
SRV_002335,CUST_01858,2023-12-04 05:00:18.764388,Battery Replacement,Banjara Hills,Hyderabad,1.5,1.5,0.0,7208.0,1644.0,8852.0,0.92,52.0,3.1,4.1,7.1,Passive,True,True,3.1,3.8,Not Available,Online,False,False
SRV_002336,CUST_00643,2022-12-09 05:00:18.690242,Oil Change,Jayanagar,Bangalore,1.6,1.8,0.2,2745.0,937.0,3682.0,0.89,68.0,4.6,3.6,7.7,Passive,True,True,3.1,4.6,Available,Mobile App,True,False
SRV_002337,CUST_00164,2023-08-14 05:00:18.660247,AC Service,Lajpat Nagar,Delhi,2.5,2.9,0.4,5324.0,344.0,5667.0,0.96,12.0,4.5,4.9,9.1,Promoter,True,True,4.5,4.3,Available,Walk-in,True,False
SRV_002338,CUST_00619,2024-12-02 05:00:18.690242,Engine Repair,Lajpat Nagar,Delhi,6.9,6.1,0.0,42237.0,2591.0,44828.0,0.68,113.0,3.5,3.8,7.2,Passive,True,True,4.7,4.8,Not Available,Walk-in,False,False
SRV_002339,CUST_00696,2024-08-23 05:00:18.692244,Oil Change,Dwarka,Delhi,0.9,1.1,0.2,2943.0,349.0,3292.0,0.83,115.0,4.3,3.8,7.1,Passive,True,True,3.2,3.5,Delayed,Walk-in,False,False
SRV_002340,CUST_01592,2023-03-11 05:00:18.742244,Tire Service,Anna Nagar,Chennai,1.6,2.5,0.9,9633.0,912.0,10545.0,0.6,101.0,3.3,3.3,3.9,Detractor,True,True,4.3,3.7,Delayed,Mobile App,True,False
SRV_002341,CUST_01735,2025-11-14 05:00:18.760245,Brake Service,New Town,Kolkata,4.5,6.7,2.3,7970.0,1597.0,9567.0,0.68,66.0,4.1,2.3,3.7,Detractor,True,True,4.8,4.5,Not Available,Mobile App,False,True
SRV_002342,CUST_00327,2025-01-13 05:00:18.664243,Regular Service,New Town,Kolkata,2.6,2.2,0.0,3150.0,375.0,3524.0,0.64,44.0,4.1,3.0,5.3,Detractor,False,True,4.0,4.4,Delayed,Online,False,False
SRV_002343,CUST_01075,2023-08-08 05:00:18.701242,Oil Change,Indira Nagar,Lucknow,1.1,1.3,0.1,2281.0,543.0,2824.0,0.85,51.0,3.8,3.6,7.6,Passive,False,True,4.2,3.7,Delayed,Online,True,False
SRV_002344,CUST_00555,2025-06-21 05:00:18.688243,Brake Service,Gachibowli,Hyderabad,3.4,3.7,0.3,8002.0,2063.0,10066.0,0.92,7.0,3.3,4.5,7.4,Passive,False,True,5.0,4.6,Not Available,Online,True,False
SRV_002345,CUST_00243,2025-06-16 05:00:18.662248,Major Service,Andheri West,Mumbai,5.1,3.8,0.0,8145.0,2813.0,10958.0,0.84,115.0,4.3,4.5,9.4,Promoter,False,True,4.8,4.3,Not Available,Walk-in,True,False
SRV_002346,CUST_00112,2025-07-21 05:00:18.658241,Regular Service,Aundh,Pune,1.9,3.0,1.1,4750.0,1089.0,5840.0,0.82,11.0,3.6,3.1,3.5,Detractor,False,True,4.6,4.2,Not Available,Walk-in,True,True
SRV_002347,CUST_01581,2024-09-04 05:00:18.741246,Engine Repair,C-Scheme,Jaipur,7.5,6.9,0.0,28693.0,9058.0,37752.0,0.84,63.0,3.9,4.3,7.5,Passive,True,True,3.7,3.9,Delayed,Phone,True,False
SRV_002348,CUST_00087,2024-03-27 05:00:18.657826,Major Service,Madhapur,Hyderabad,6.0,5.5,0.0,14706.0,4751.0,19457.0,0.94,96.0,4.0,3.4,5.5,Detractor,False,True,4.6,5.0,Delayed,Walk-in,False,False
SRV_002349,CUST_01454,2026-03-09 05:00:18.738244,Oil Change,Whitefield,Bangalore,1.3,1.8,0.5,1698.0,524.0,2223.0,0.65,23.0,4.3,2.9,4.5,Detractor,True,True,4.6,4.5,Not Available,Mobile App,True,False
SRV_002350,CUST_01951,2023-10-06 05:00:18.766243,Brake Service,Koramangala,Bangalore,3.6,4.2,0.6,3152.0,801.0,3952.0,0.9,110.0,4.2,3.1,5.3,Detractor,False,True,4.4,4.2,Not Available,Mobile App,False,False
SRV_002351,CUST_01418,2025-04-25 05:00:18.737542,Major Service,New Town,Kolkata,4.9,4.2,0.0,10750.0,2858.0,13608.0,0.76,24.0,4.1,3.5,3.3,Detractor,False,True,4.4,4.9,Not Available,Walk-in,True,False
SRV_002352,CUST_01611,2024-08-16 05:00:18.742244,Battery Replacement,Malviya Nagar,Jaipur,1.3,1.2,0.0,6707.0,2562.0,9269.0,0.96,71.0,4.9,4.3,7.4,Passive,True,True,4.1,4.9,Delayed,Walk-in,False,False
SRV_002353,CUST_00800,2023-09-03 05:00:18.694242,Regular Service,Vastrapur,Ahmedabad,2.9,4.8,1.9,4694.0,18.0,4712.0,0.97,13.0,3.8,4.0,7.8,Passive,False,False,4.8,3.7,Delayed,Online,True,False
SRV_002354,CUST_00086,2026-04-27 05:00:18.657826,Transmission Service,C-Scheme,Jaipur,5.8,5.7,0.0,20258.0,5431.0,25688.0,0.99,54.0,3.6,4.4,7.8,Passive,False,True,4.0,4.2,Not Available,Phone,True,False
SRV_002355,CUST_01071,2023-02-22 05:00:18.701242,Oil Change,Karol Bagh,Delhi,0.8,1.3,0.4,2120.0,299.0,2419.0,0.9,62.0,3.3,4.2,7.0,Passive,True,True,4.0,3.9,Delayed,Online,False,False
SRV_002356,CUST_01826,2023-10-11 05:00:18.763244,Oil Change,C-Scheme,Jaipur,1.1,1.0,0.0,2611.0,505.0,3116.0,0.88,58.0,4.8,4.4,7.9,Passive,True,True,3.8,4.1,Not Available,Phone,True,False
SRV_002357,CUST_00952,2023-03-27 05:00:18.698242,Oil Change,Park Street,Kolkata,1.5,1.9,0.4,3331.0,937.0,4268.0,0.66,20.0,3.9,2.7,2.3,Detractor,False,True,3.4,3.9,Available,Phone,False,True
SRV_002358,CUST_00539,2024-12-26 05:00:18.688243,Regular Service,Banjara Hills,Hyderabad,3.3,3.2,0.0,3228.0,1132.0,4360.0,0.68,115.0,4.5,3.9,7.8,Passive,False,True,4.1,4.1,Available,Phone,False,False
SRV_002359,CUST_01239,2024-01-07 05:00:18.729244,Regular Service,Whitefield,Bangalore,3.0,3.3,0.4,5777.0,1745.0,7522.0,0.61,8.0,4.1,3.1,4.2,Detractor,False,True,3.2,4.3,Delayed,Walk-in,False,False
SRV_002360,CUST_01038,2024-11-17 05:00:18.700242,Regular Service,Aundh,Pune,2.4,3.8,1.4,3429.0,183.0,3612.0,0.87,115.0,3.5,4.2,7.4,Passive,False,True,4.5,4.0,Available,Phone,False,False
SRV_002361,CUST_00652,2025-09-05 05:00:18.691243,Brake Service,Mansarovar,Jaipur,4.6,3.9,0.0,5318.0,1823.0,7141.0,0.67,116.0,4.0,3.9,7.4,Passive,False,True,3.2,4.9,Available,Walk-in,False,False
SRV_002362,CUST_01215,2024-02-04 05:00:18.723244,Regular Service,Tambaram,Chennai,3.2,3.7,0.6,3230.0,1096.0,4326.0,0.62,15.0,4.4,3.0,4.7,Detractor,True,True,4.9,4.9,Available,Online,False,False
SRV_002363,CUST_01035,2023-06-04 05:00:18.700242,AC Service,Aundh,Pune,2.8,2.1,0.0,5283.0,2031.0,7315.0,0.87,36.0,4.0,3.4,0.9,Detractor,True,True,4.0,4.9,Available,Phone,True,False
SRV_002364,CUST_00733,2023-11-28 05:00:18.693242,Major Service,Andheri West,Mumbai,5.4,5.4,0.0,20034.0,7701.0,27735.0,0.75,9.0,4.1,4.4,7.3,Passive,False,True,4.4,4.4,Not Available,Walk-in,True,False
SRV_002365,CUST_00577,2023-04-09 05:00:18.689246,Major Service,Bandra East,Mumbai,5.2,3.4,0.0,13898.0,372.0,14270.0,0.8,93.0,3.3,4.4,7.5,Passive,True,True,4.9,4.9,Delayed,Mobile App,True,True
SRV_002366,CUST_00135,2025-07-20 05:00:18.659245,Oil Change,Baner,Pune,1.7,1.9,0.2,1925.0,736.0,2661.0,0.8,15.0,4.2,3.4,0.7,Detractor,False,True,3.5,4.5,Delayed,Mobile App,False,False
SRV_002367,CUST_00870,2023-08-29 05:00:18.696242,Regular Service,Janakpuri,Delhi,3.2,3.2,0.0,3133.0,953.0,4086.0,0.7,8.0,4.2,3.6,7.1,Passive,False,True,3.4,3.6,Delayed,Mobile App,True,False
SRV_002368,CUST_00065,2023-12-02 05:00:18.657243,Transmission Service,Andheri West,Mumbai,4.1,5.1,1.0,16694.0,6035.0,22728.0,0.9,75.0,3.7,3.7,7.0,Passive,True,True,4.4,4.0,Delayed,Online,True,True
SRV_002369,CUST_01141,2023-08-27 05:00:18.720246,Oil Change,Powai,Mumbai,1.4,1.9,0.5,2981.0,427.0,3408.0,0.8,116.0,4.0,3.9,7.5,Passive,False,True,5.0,4.7,Not Available,Online,False,True
SRV_002370,CUST_01787,2023-12-31 05:00:18.762244,Battery Replacement,Kothrud,Pune,1.1,0.8,0.0,9853.0,773.0,10626.0,0.6,57.0,4.8,3.0,1.2,Detractor,True,False,4.1,3.6,Not Available,Walk-in,False,False
SRV_002371,CUST_00842,2023-08-17 05:00:18.695242,Regular Service,Wakad,Pune,3.3,2.8,0.0,2578.0,575.0,3153.0,0.84,37.0,3.2,4.3,7.3,Passive,False,True,4.2,4.6,Delayed,Phone,True,False
SRV_002372,CUST_01627,2025-01-11 05:00:18.742244,Paint & Body Work,Connaught Place,Delhi,20.6,26.9,6.3,20661.0,3432.0,24094.0,0.68,109.0,3.2,3.0,4.2,Detractor,False,True,4.1,3.9,Not Available,Phone,False,False
SRV_002373,CUST_01524,2024-07-15 05:00:18.740245,Oil Change,Secunderabad,Hyderabad,1.7,2.3,0.6,2468.0,407.0,2875.0,0.75,65.0,4.3,3.8,7.6,Passive,False,True,3.1,4.9,Delayed,Mobile App,False,False
SRV_002374,CUST_01381,2023-07-15 05:00:18.736244,Regular Service,Bandra East,Mumbai,4.2,4.4,0.3,4563.0,398.0,4961.0,0.81,43.0,4.5,4.0,7.7,Passive,True,True,3.2,3.6,Delayed,Phone,False,False
SRV_002375,CUST_00979,2023-10-26 05:00:18.699242,Oil Change,Rajarhat,Kolkata,1.4,1.9,0.4,1735.0,563.0,2299.0,0.73,31.0,3.8,4.2,7.5,Passive,True,True,3.3,4.8,Not Available,Mobile App,True,False
SRV_002376,CUST_00521,2024-11-20 05:00:18.687241,Regular Service,Thane,Mumbai,4.3,3.8,0.0,2541.0,403.0,2944.0,0.88,59.0,4.4,3.5,6.0,Detractor,True,False,4.3,3.8,Delayed,Online,True,False
